f1,f2,f3,f4,f5,label
0.03301446839300515,0.3226749426244505,0.6635423807179421,0.9568293049396764,0.7039904755012256,1
0.5992297447775652,0.6570482403664221,0.7106314943786609,0.3100430501669674,0.30799266708571993,1
0.06773482916963669,0.37490757019130705,0.54036468218692,0.12402564141367867,0.6676002093150765,0
0.5837708265903364,0.5209870050206813,0.7039766717645738,0.3989269762100066,0.960993487781819,1
0.49459443892484656,0.3056738328289369,0.24796565073587307,0.6235358751813393,0.9232706669754286,0
0.13709295548399292,0.21446747835418212,0.7698426084123209,0.7255951837765737,0.928550095080021,0
0.7841408055123295,0.7512535488578854,0.09961724841658415,0.7629986748984493,0.6655509575138916,0
0.9907436011256174,0.5216828569043891,0.6694948552210023,0.11966775297791088,0.9702332713903125,1
0.5043545921335354,0.153043501225271,0.34867832062558035,0.6917179802874672,0.7410963522315356,0
0.6629584557468527,0.73919739194216,0.5791077286767571,0.7872314150530266,0.9000856803444177,1
0.12152444950911134,0.3078920521145375,0.2758601715355028,0.5519413711031536,0.24703995364857767,0
0.01748444260858506,0.4234949719101837,0.14881311850232926,0.4829832749876306,0.05749246026265886,0
0.09996039425315217,0.9403270012227353,0.6521616549813871,0.05112393815883853,0.16307572227231037,0
0.9492567388347551,0.7258757741327947,0.6961539373169678,0.25724731506548937,0.6470009969656402,1
0.8005438163303277,0.22300114215770528,0.3655668360269183,0.7483041029388151,0.19079838505054036,0
0.14294081077417287,0.1814587632756285,0.6505515817194255,0.8607860989915184,0.18712909762724972,0
0.8216530093853783,0.8211546937868243,0.572769555926022,0.2058208481330206,0.8933449655951111,0
0.759203318980476,0.3674294119090137,0.8982344152552928,0.39431399331654415,0.493891957697949,1
0.7218260366631162,0.4137330447962456,0.13446440083964906,0.29935023001536765,0.2010557219868463,0
0.08311141443805048,0.4119572886157953,0.8416960460502858,0.5111793681714385,0.3849639062849437,1
0.883068091376856,0.9147493654289881,0.4939663285420519,0.6963609765244799,0.8489337032522231,1
0.6553268108543958,0.5061346613677127,0.7292777613137575,0.26252887151222437,0.38671105433836916,1
0.9474647352771871,0.668780051932452,0.9564991886072046,0.9851314751958081,0.3581375540032189,1
0.6176522471993176,0.6074678926311586,0.22171276905886517,0.012725492539841787,0.8731443222587659,1
0.4630615103196346,0.2785802123982202,0.14688245141024503,0.5123856270716357,0.7535544043541235,0
0.5901079869291445,0.3071977090558836,0.40655131214604456,0.689058405821332,0.3451198543972309,0
0.5855859727137063,0.9223893956540625,0.8597502996764097,0.4716836504444404,0.18629550601201295,1
0.726561922183211,0.9347781627890216,0.35526145610546644,0.5338551919043659,0.955795187913797,1
0.5999599818257066,0.5041260288552561,0.21610892329342413,0.9137225649622993,0.7331454710236196,0
0.23842916166085293,0.1481790669030877,0.46790599088567497,0.8688159328928512,0.45198994588104136,0
0.33163544998073646,0.965318768316893,0.3137547703955059,0.32191626041432253,0.27365308059298554,0
0.9436601379882169,0.19409159035010537,0.4470463355854629,0.7518260023681631,0.2767019682053967,1
0.8589157401203121,0.29504101711007713,0.6622483104963418,0.019824335784586422,0.5352074397052501,1
0.3945478579558064,0.31547710814044416,0.7817716979306089,0.8589177788609603,0.15938088068911094,1
0.35805786054376376,0.9602319854341935,0.06039590520418148,0.6977060390201367,0.7260589315579629,0
0.04818689280079791,0.11314956400486875,0.46601006142183554,0.17549825664520846,0.9619718643394499,0
0.37341051050432994,0.1751738516342467,0.14707026420858038,0.6475544531459925,0.3381597250606748,0
0.41118030511739867,0.6496462903182832,0.2877412706787027,0.5821105996976926,0.6859747843231342,0
0.5747626822892724,0.4563697535117016,0.8298110864558312,0.36846018427564386,0.5793446456648412,1
0.8449444299992005,0.11197914612868665,0.24555616499093125,0.053122755776768726,0.07504251483624269,0
0.03972015959826758,0.8824902124315548,0.3489071006718272,0.7999180741546901,0.6133448352047821,0
0.6094109894337137,0.969944828743185,0.4576088004942088,0.6377388479455892,0.7989295564213984,1
0.36366552602049773,0.9772626561141765,0.999985559526901,0.9130538159980524,0.7034154568133703,1
0.9816331167205408,0.6225107520121809,0.8338818649237878,0.7578601761400966,0.7943831660363103,1
0.5788190933756923,0.4362443368169534,0.07427535864757229,0.5866607192424868,0.40289609917931446,0
0.9128678947218183,0.9228804596874193,0.9946065287694206,0.3482723051320099,0.3271022492241359,1
0.9539840546263175,0.8947157853695681,0.28794226693398883,0.5255742719380447,0.054396392410763106,1
0.4010231755622563,0.8668897394710515,0.7765753928699071,0.47410480802842925,0.8020615631384426,1
0.038823547146698445,0.4812436268828447,0.48643635483816616,0.12056208276529146,0.3197616200886063,0
0.7619982733411208,0.31968929331467466,0.025631666464077663,0.24382243989765084,0.6293805505299516,0
0.8816967518863161,0.3901710894820426,0.7856652473175685,0.0861435194022162,0.20001690398766692,1
0.7183633031612862,0.8219170258575361,0.15720579517207256,0.011579606419626631,0.7995864135546209,0
0.5814016670411322,0.5018134677936906,0.024613893116661734,0.5147102398769206,0.763215694660575,1
0.2614958522470324,0.7084623255457246,0.07621645293472268,0.18109757461844278,0.8382476811950372,0
0.707492179796904,0.8935399498827636,0.8900124377032819,0.641425735939015,0.11870333621200269,1
0.23328360188674635,0.3946076896624281,0.023582588694767703,0.582942955570807,0.2243576249981638,0
0.08916794904117975,0.7580699418318085,0.9996520220649222,0.382617661382487,0.35665217931516835,1
0.30816514013804297,0.6902811814625904,0.2584043239733107,0.5130419684276352,0.5011599846963538,0
0.4179163980183047,0.5471783517805733,0.9884191068648341,0.7631044925060804,0.001366458473993637,0
0.18713223124665557,0.3459817105204338,0.47928000702791573,0.7907479911212809,0.5576393209629723,0
0.5235841230613756,0.38620049684827906,0.8003226901215504,0.32978393251286664,0.8275074019970126,0
0.9965584496614583,0.9368265001783247,0.1234631612877013,0.09764409879281244,0.9303584278080808,1
0.07533403917794879,0.15606890702953935,0.11793126792998865,0.9967613477619532,0.341450060217661,0
0.7494204427925223,0.5614989810194693,0.06547226471954126,0.216584425527085,0.5223991394635558,0
0.2627708701239285,0.8768210406596098,0.6785217254404253,0.8964652717049627,0.4654562286746825,1
0.7690349756314651,0.7082999926867247,0.7597382184746537,0.879961220124895,0.7889854380539864,1
0.9831384561873387,0.6563110199954472,0.07145666809411655,0.7008689687621485,0.1599898143211319,1
0.522131507054799,0.3602771306515735,0.09025970258810323,0.8362862266928957,0.8699905371127532,0
0.9059504974271315,0.3276475650870446,0.6348031596791275,0.6578111839440092,0.9224516929796647,1
0.7369012171914207,0.38394283140763885,0.49769698181322786,0.24459239314359726,0.13032920593856434,1
0.8634169834079598,0.9449070931115724,0.7160657461897992,0.7659585944069175,0.9419233694658615,1
0.037952748983854034,0.09853276430244606,0.6858111195065484,0.3997340215452799,0.22224259708115668,0
0.8257838254554593,0.1777270654452492,0.8398341093922802,0.8256579816653593,0.8603093401970751,1
0.4317438745127943,0.15635130226101435,0.9238486032844899,0.3924423582298123,0.4518497032589197,1
0.4528100440187812,0.5491446291773183,0.015411625633320991,0.6383977392833697,0.6479480189369968,0
0.14885696521238423,0.05416334859540606,0.7733306009300969,0.17401346377510418,0.8975334306548935,0
0.3048763758444333,0.611924265463484,0.9701381344500821,0.5543960653425574,0.5686635928320909,1
0.5935107700272505,0.6047951757765745,0.9579818420661973,0.6634538176988044,0.6344071282958246,1
0.977284484640948,0.8248371391381777,0.20666595759912676,0.526736662496433,0.32176136619537565,1
0.8391303396405119,0.393391888156046,0.3066419588486664,0.8749492733691447,0.8340216216545782,1
0.3733429483259939,0.7686434977418621,0.017028300935920004,0.1068400938764601,0.5090115271475774,0
0.5241314150338133,0.052758945275439784,0.7875534692781158,0.11652831846003331,0.7743672318722972,1
0.9808859697619523,0.3940541481322901,0.8995865365089001,0.15729365406303364,0.8869271321342808,1
0.7913232568693704,0.8745842196186836,0.4684485932346524,0.38448506019438566,0.3035823184924181,1
0.32862671270933796,0.3520265144263667,0.32373445905692155,0.05156906896450586,0.8098154391344109,0
0.6911493571844839,0.310439328565034,0.8801513152240041,0.694904150380376,0.4128193364353663,1
0.16160108014567354,0.13704128873644406,0.9174943624519235,0.5740844992361458,0.6354807649983883,0
0.1870736231718072,0.4236237767085942,0.563277112775657,0.36122627612338154,0.4782335719387961,0
0.61148110260072,0.13383840006765213,0.5379484639748079,0.6070912715097373,0.7278555763003635,0
0.6337302514416576,0.2197856754449462,0.7520271940932716,0.9275362116377357,0.7747809601354235,0
0.371111368657296,0.8489487088422729,0.2884497524913362,0.18528539792140897,0.5106392928052248,1
0.2722875993536742,0.9809626931660492,0.6445074944977085,0.9413048407004881,0.869395459118129,1
0.2511002447481314,0.6309342924378156,0.1447991367825654,0.3234762391462197,0.011658835245808352,0
0.06865145904814507,0.6431580128138268,0.14926395270098936,0.18941474679493364,0.8712373023252649,0
0.6313468437559948,0.6909190281445882,0.17032690662648742,0.9587776942411526,0.39039325273459635,0
0.9227443883723129,0.9147614974837525,0.04287727332723512,0.662410697596098,0.3119915498974506,1
0.6251567733878768,0.33032603681449646,0.6665003429917395,0.06696446882615525,0.04608986285282801,1
0.3178084961476749,0.39101427211695317,0.3327569686532953,0.9105038281563439,0.2971326078878862,1
0.288799436709978,0.5102068857861436,0.2764276231340451,0.9901050571110209,0.11761378971286429,1
0.20298557975361464,0.28925488073366457,0.7118902250606918,0.7061534131538226,0.9620506961051523,1
0.049745170201514366,0.8516372315946573,0.878314339331674,0.4357069020172283,0.8583450274013327,1
0.5517845440750289,0.15377861418062855,0.18654363339071522,0.6164543329482168,0.5230523939048787,0
0.6517773626446669,0.9633014826708093,0.9659838705159799,0.08899513856222785,0.363228747962712,1
0.7915661492819873,0.7138619272513546,0.5195854403031032,0.21836624455985443,0.01832063011843288,0
0.7612370509751315,0.7309658580125452,0.6287461158863737,0.9951044037843849,0.4722069569272168,1
0.4374343422356044,0.9670585198648161,0.4765014835036332,0.22564667339779065,0.6261486698750379,0
0.8681338767299677,0.7721251127600371,0.642463606948148,0.3913387857599918,0.1390477177129522,1
0.9318243421823165,0.1703416312750765,0.13262110258310011,0.30367582611343236,0.6037698015495367,1
0.07742365181805577,0.1084291749778652,0.41803968847998785,0.9786820221030275,0.5118522517331057,0
0.18125235558336816,0.04354792662321205,0.6300456986179832,0.54579789517311,0.8389189196153307,0
0.6733022442713413,0.8181434088200605,0.9472295202336187,0.013408507704059103,0.2695341930645577,1
0.09798122696766731,0.5827813476678133,0.8698518412743231,0.10687175017739325,0.3362266421137926,1
0.47448623182563676,0.5937312567211728,0.6796078676719907,0.9057479116269783,0.8826133268522242,1
0.07279291836802027,0.5967189734417437,0.5540725649368237,0.4234270450832771,0.6395099061627619,0
